Fecha,Metano,O2_min,O2_max,CO,H2S,Temp,O2_Media
2020-11-06 16:18:15,1.35,20.0,20.1,1,0,30.0,20.05
2020-11-06 16:21:15,1.35,20.0,20.0,1,0,30.0,20.0
2020-11-06 16:24:15,1.4,19.9,20.0,2,0,30.0,19.95
2020-11-06 16:27:15,1.35,19.9,20.0,2,0,30.0,19.95
2020-11-06 16:30:15,1.35,19.9,20.0,1,0,30.0,19.95
2020-11-06 16:33:15,1.35,19.9,20.0,1,0,30.0,19.95
2020-11-06 16:36:15,1.35,19.9,20.0,1,0,30.0,19.95
2020-11-06 16:39:15,1.3,19.9,20.0,1,0,30.0,19.95
2020-11-06 16:42:15,1.35,19.9,20.0,1,1,30.0,19.95
2020-11-06 16:45:15,1.35,19.9,20.0,1,0,30.0,19.95
2020-11-06 16:48:15,1.3,20.0,20.0,1,0,30.0,20.0
2020-11-06 16:51:15,1.3,20.0,20.1,1,0,30.0,20.05
2020-11-06 16:54:15,1.35,20.0,20.1,1,0,30.0,20.05
2020-11-06 16:57:15,1.3,20.0,20.1,2,0,30.0,20.05
2020-11-06 17:00:15,1.3,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:03:15,1.2,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:06:15,1.25,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:09:15,1.2,20.1,20.1,1,1,30.0,20.1
2020-11-06 17:12:15,1.2,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:15:15,1.2,20.1,20.1,2,0,30.0,20.1
2020-11-06 17:18:15,1.25,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:21:15,1.25,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:24:15,1.25,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:27:15,1.25,20.0,20.1,1,1,30.0,20.05
2020-11-06 17:30:15,1.3,20.0,20.1,1,1,30.0,20.05
2020-11-06 17:33:15,1.35,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:36:15,1.35,20.0,20.1,1,0,30.0,20.05
2020-11-06 17:39:15,1.3,20.0,20.2,1,0,30.0,20.1
2020-11-06 17:42:15,1.1,20.1,20.2,1,0,30.0,20.15
2020-11-06 17:45:15,1.1,20.1,20.2,1,0,30.0,20.15
2020-11-06 17:48:15,1.1,20.1,20.2,1,0,29.0,20.15
2020-11-06 17:51:15,1.1,20.2,20.2,1,0,29.0,20.2
2020-11-06 17:54:15,1.2,20.1,20.2,1,0,29.0,20.15
2020-11-06 17:57:15,1.15,20.1,20.2,1,0,29.0,20.15
2020-11-06 18:00:15,1.15,20.1,20.2,1,0,29.0,20.15
2020-11-06 18:03:15,1.15,20.1,20.2,1,0,29.0,20.15
2020-11-06 18:06:15,1.1,20.1,20.2,1,0,29.0,20.15
2020-11-06 18:09:15,1.05,20.1,20.2,1,0,29.0,20.15
2020-11-06 18:12:15,1.05,20.2,20.2,1,0,29.0,20.2
2020-11-06 18:15:15,1.05,20.1,20.2,1,1,29.0,20.15
